release_date,popularity,duration_ms,explicit,is_rock,is_pop,is_jazz,is_electronic,is_classical,is_blues,is_indie,is_hot
2006,0,124986,0,0,0,0,0,0,0,0,0
2007,1,164954,0,0,1,0,0,0,0,0,0
2000,1,280453,0,0,1,0,0,0,0,0,0
1977,17,131360,0,0,1,1,0,0,0,0,0
2000,0,305528,0,0,0,0,0,0,0,0,0
2006,30,215560,0,0,1,1,0,0,0,0,0
2008,18,185066,0,0,1,0,0,0,0,0,0
1993,1,197066,0,0,1,0,0,0,1,0,0
1974,0,209346,0,1,0,1,0,0,0,0,0
2005,17,397593,0,0,1,0,0,0,0,0,0
2021,0,208880,0,0,0,0,0,0,0,0,0
1999,23,231413,0,0,1,0,0,0,0,0,0
2006,49,248973,0,0,1,0,0,0,0,0,0
2010,19,307693,0,0,1,0,0,0,0,0,0
2009,6,261600,0,0,1,0,0,0,0,0,0
2012,5,168013,0,0,1,0,0,0,0,0,0
1985,6,554885,0,0,1,0,0,0,0,0,0
2009,4,470703,0,0,1,0,0,0,0,0,0
2004,18,298946,0,1,1,0,1,0,0,1,0
2008,34,352520,0,0,1,0,0,0,0,0,0
1997,20,208573,0,0,1,0,0,0,0,0,0
1989,15,67133,0,0,1,0,0,0,0,0,0
2006,0,138146,0,0,0,0,0,0,0,0,0
2010,0,618200,0,0,0,0,0,0,0,0,0
2007,10,284120,0,0,1,0,0,0,0,0,0
2000,0,250480,0,0,0,1,0,0,0,0,0
2006,1,123440,0,1,1,0,0,0,0,0,0
1996,1,281266,0,1,1,0,0,0,0,0,0
1981,35,296800,0,0,1,0,1,0,0,0,0
2009,0,61706,0,0,0,0,0,0,0,0,0
1993,20,271373,0,0,1,0,0,0,0,0,0
2009,38,255960,0,1,1,0,0,0,1,0,0
1979,28,243506,0,1,1,0,0,0,0,0,0
2003,0,276706,0,0,0,0,0,0,0,0,0
2006,3,241640,0,1,1,0,0,0,0,0,0
2015,4,227680,0,1,1,0,0,0,0,0,0
2007,22,329040,0,0,1,0,0,1,0,0,0
2008,3,400493,0,0,1,0,0,0,0,1,0
2006,3,196586,0,0,1,0,0,0,0,0,0
1977,3,136880,0,0,1,0,0,0,1,0,0
2000,59,204800,0,0,1,0,0,0,0,0,0
2006,13,163533,0,1,1,0,0,0,0,0,0
1991,7,229400,0,0,1,0,0,0,0,0,0
2012,0,320146,0,0,0,0,0,0,0,0,0
2022,2,255787,0,0,1,0,0,0,0,0,0
2009,23,254466,0,0,1,0,0,0,0,0,0
2001,43,183160,0,1,1,0,0,0,0,0,0
2007,26,242800,0,1,1,0,0,0,0,0,0
1957,40,240666,0,0,1,0,0,0,1,0,0
2000,1,228906,0,1,1,0,0,0,0,0,0
2007,0,170400,0,0,0,0,0,0,0,0,0
2005,0,164025,0,0,0,0,0,0,1,0,0
2007,0,351556,0,0,0,0,0,0,0,0,0
2010,0,371960,0,0,0,0,0,0,0,0,0
2000,16,96026,0,1,1,0,0,0,0,0,0
1997,1,207653,0,0,1,0,0,0,0,0,0
1965,6,165760,0,0,1,0,0,0,0,0,0
2020,1,268973,0,0,1,0,0,0,0,0,0
2003,4,127173,0,1,1,0,0,0,0,0,0
2004,31,207866,0,0,1,0,0,0,0,0,0
1998,1,244600,0,1,1,0,0,0,1,0,0
1993,9,146093,0,0,1,0,0,0,0,0,0
2008,11,260480,0,0,1,0,0,0,0,0,0
2008,0,210859,0,0,1,0,0,0,0,0,0
2008,0,260853,0,0,1,0,0,0,0,0,0
1989,40,166373,0,0,1,0,0,0,1,0,0
2004,29,143266,0,0,1,0,0,0,0,0,0
2002,0,228226,0,0,0,0,0,0,0,0,0
1999,15,194800,0,0,1,0,0,0,0,0,0
2001,0,246626,0,0,0,1,0,0,0,0,0
2019,2,156800,0,1,1,0,0,0,0,0,0
2003,9,127173,0,0,1,0,0,0,0,0,0
1990,19,573666,0,0,1,0,0,0,0,0,0
2007,0,181386,0,0,0,0,0,0,0,0,0
2022,16,113846,0,0,1,0,0,0,0,0,0
1975,0,220066,0,1,0,0,0,0,0,0,0
2008,4,197200,0,0,1,0,0,0,0,1,0
2006,21,241906,0,1,1,0,0,0,0,0,0
2005,37,241693,0,0,1,0,0,0,0,0,0
1979,0,352333,0,1,0,0,0,0,0,0,0
2001,1,224866,0,1,1,0,0,0,0,0,0
2005,11,229693,0,0,1,0,0,0,0,0,0
1982,18,258026,0,1,1,0,0,0,0,0,0
2008,0,208680,0,1,0,0,0,0,0,0,0
2001,1,288693,0,0,1,0,1,0,0,0,0
2008,34,235306,0,0,1,0,0,0,0,0,0
1994,15,283893,0,0,1,0,0,0,0,0,0
2018,0,124040,0,0,0,0,0,0,0,0,0
1993,7,232040,0,0,1,0,0,0,0,0,0
1992,0,271973,0,0,0,0,0,0,0,0,0
2005,63,203733,1,0,1,0,0,0,0,0,0
1989,7,244733,0,0,1,0,0,0,0,0,0
2001,14,241266,0,0,1,0,0,0,1,0,0
1983,0,193133,0,0,0,0,0,0,0,0,0
1999,17,200853,0,0,1,0,0,0,0,0,0
2018,0,103000,0,0,0,0,0,1,0,0,0
1987,15,247933,0,0,1,0,0,0,0,0,0
2025,0,351000,0,0,0,0,0,1,0,0,0
2005,0,238896,0,0,0,0,0,0,0,0,0
1984,35,238066,0,0,1,0,0,0,0,0,0
2007,25,169253,0,1,1,0,0,0,0,0,0
1995,4,226666,0,0,1,0,0,0,0,0,0
2002,37,244973,0,1,1,0,0,0,0,0,0
2007,0,159106,0,1,0,0,0,0,0,1,0
2005,0,182693,0,0,0,0,0,0,0,0,0
2000,22,130773,0,0,1,0,0,0,0,0,0
2006,2,264280,0,0,1,0,0,0,0,0,0
2005,3,329200,0,0,1,0,0,0,0,0,0
2001,44,329266,0,1,1,0,0,0,0,0,0
1995,0,237466,0,0,0,0,0,0,0,0,0
2019,0,149085,1,0,0,0,0,0,0,0,0
1982,25,255333,0,1,1,0,0,0,0,0,0
2022,3,172852,1,0,1,0,0,0,0,0,0
2003,1,359666,1,0,1,0,0,0,0,0,0
2009,3,197480,0,0,1,0,0,0,0,0,0
1975,24,190800,0,0,1,0,0,0,0,0,0
2024,12,183484,0,0,1,0,0,0,1,0,0
1993,3,124946,0,0,1,0,0,0,1,0,0
2002,16,198933,0,0,1,0,0,0,0,0,0
1992,0,241266,0,1,0,0,0,0,0,0,0
2006,3,227440,0,0,1,0,0,0,0,0,0
2011,31,188313,0,1,1,0,0,0,0,0,0
1999,6,307640,0,0,1,0,0,0,0,0,0
2012,0,232906,0,0,0,0,0,0,0,0,0
2005,0,628173,0,1,0,0,0,0,0,0,0
1992,41,280133,0,1,1,0,0,0,1,0,0
2009,0,257959,0,0,0,0,0,0,0,0,0
2004,4,337426,0,0,1,0,0,0,1,0,0
2020,15,269280,0,0,1,1,0,0,0,0,0
2020,21,179853,0,0,1,0,0,0,0,0,0
1983,57,166960,0,1,1,0,0,0,1,0,0
2006,1,83253,0,0,1,0,0,0,0,0,0
1999,1,348506,0,0,1,1,0,0,0,0,0
2009,0,281013,0,0,0,0,0,0,0,0,0
2004,0,217880,0,1,0,0,0,0,1,0,0
1992,23,163133,0,1,1,0,0,0,0,0,0
1979,7,242826,0,0,1,0,0,0,0,0,0
2000,7,204786,0,1,1,0,0,0,0,1,0
2010,1,153443,0,0,1,0,0,0,0,0,0
1981,41,247385,0,1,1,0,0,0,0,0,0
1996,4,173440,0,0,1,0,0,0,0,0,0
2002,3,205200,0,0,1,0,0,0,0,0,0
1998,1,112200,0,0,1,0,0,0,0,0,0
1995,0,183954,0,0,0,0,0,0,0,0,0
2000,6,264093,0,0,1,0,0,0,0,0,1
1995,2,242000,0,0,1,0,0,0,0,0,0
1996,0,220373,0,0,0,0,0,0,0,0,0
2006,5,459386,0,0,1,0,0,0,0,0,0
2006,0,306773,0,1,0,0,0,0,1,0,0
1980,22,378093,0,0,1,1,0,0,0,0,0
2004,0,447853,0,0,0,0,0,0,0,0,0
1983,12,226346,0,1,1,0,0,0,0,0,0
1956,40,199186,0,0,1,1,0,0,1,0,0
1972,21,343813,0,1,1,1,0,0,1,0,0
1996,8,259306,0,0,1,0,0,0,0,0,0
2010,0,247506,1,0,0,0,0,0,0,0,0
1990,30,215866,0,1,1,0,0,0,0,0,0
2006,2,189010,0,0,1,0,0,0,0,0,0
2008,0,271160,0,0,0,0,0,0,0,0,0
1975,0,175850,0,0,0,0,0,0,0,0,0
1978,19,145040,0,1,1,0,0,0,0,0,0
1998,0,146533,0,0,0,1,0,0,0,0,0
1984,43,214106,0,0,1,0,0,0,0,0,0
2009,17,78186,0,0,1,0,0,0,0,0,0
2009,0,247431,0,0,0,0,0,0,0,0,0
2000,70,230093,0,0,1,0,0,0,0,0,0
1974,52,310426,0,0,1,0,0,0,0,0,0
2002,1,109733,0,0,1,1,0,0,0,0,0
1997,22,393093,0,0,1,0,0,0,0,0,0
1995,30,292466,0,0,1,0,0,0,0,0,0
1989,20,288560,0,0,1,0,0,0,0,0,0
2002,15,269000,0,1,1,0,0,0,0,0,0
1998,19,354760,0,0,1,0,0,0,0,0,0
1987,20,258093,0,1,1,0,0,0,0,0,0
2007,0,234733,0,0,0,0,0,0,0,0,0
2012,5,421320,0,0,1,0,0,0,0,0,0
1987,1,156200,0,0,1,0,0,0,0,0,0
1999,0,244706,0,0,0,0,0,0,0,0,0
2017,0,300120,0,0,0,0,0,0,0,0,0
1986,18,268026,0,1,1,0,0,0,0,0,0
2010,22,256496,1,0,1,0,0,0,0,0,0
2004,10,255426,0,1,1,0,0,0,0,0,0
2006,38,287866,0,0,1,0,0,0,0,0,0
2024,23,180767,1,0,1,0,0,0,0,0,0
1995,24,198573,0,0,1,0,0,0,0,0,0
2002,1,241453,0,0,1,0,0,0,0,0,0
1900,2,178013,0,0,1,0,0,0,0,0,0
1980,36,286680,0,1,1,0,0,0,0,1,0
2009,4,167266,0,0,1,1,0,0,0,0,0
2007,0,146253,0,0,0,0,0,0,0,0,0
1993,7,142800,0,1,1,0,0,0,0,0,0
2009,1,202346,1,0,1,0,0,0,0,0,0
1991,6,408066,0,0,1,0,0,0,0,0,0
2003,35,168840,1,1,1,0,0,0,0,0,0
1998,0,244040,0,0,1,0,0,0,0,0,0
1979,31,206053,0,0,1,0,0,0,0,0,0
2005,0,34066,0,1,0,0,0,0,0,0,0
2003,30,331039,0,0,1,0,0,0,0,0,0
1998,0,26933,1,0,0,0,0,0,0,0,0
1998,1,197946,0,0,1,1,0,0,0,0,0
1970,12,224680,0,0,1,0,0,0,0,0,0
2007,34,250813,0,1,1,0,0,0,0,0,0
1968,2,319293,0,1,1,0,0,0,0,0,0
2007,6,213679,0,0,1,0,0,0,0,0,0
1991,55,250133,1,0,1,1,0,0,0,0,0
1962,0,152986,0,0,1,0,0,0,0,0,0
2002,2,84706,1,0,1,0,0,0,0,0,0
1995,1,188640,0,0,1,0,0,0,0,0,0
1980,9,171293,0,1,1,0,0,0,0,0,0
2016,12,260706,1,1,1,0,0,0,0,0,0
1997,0,184693,0,0,0,1,0,0,0,0,0
2006,0,236573,0,0,1,0,0,0,0,0,0
1971,4,151880,0,0,1,0,0,0,0,0,0
2011,39,315146,1,1,1,0,0,0,0,0,0
2018,7,124075,0,0,1,0,0,0,0,0,0
2004,0,166373,1,0,0,0,0,0,0,0,0
2004,32,195920,0,0,1,0,0,0,0,0,0
1992,2,255493,0,1,1,0,0,0,0,0,0
2007,32,262493,0,1,1,0,1,0,0,0,0
2008,0,241062,0,0,0,0,0,0,0,0,0
2009,0,146986,0,0,0,0,0,0,0,0,0
2004,17,193760,0,1,1,0,0,0,0,0,0
1994,5,231600,0,0,1,0,0,0,0,0,0
2006,5,161640,0,0,1,0,0,0,0,0,0
1991,7,177693,0,1,1,0,0,0,0,0,0
2009,6,208453,0,0,1,0,0,0,0,0,0
2008,0,188689,0,0,0,0,0,0,0,0,0
1993,6,175293,0,0,1,0,0,0,0,0,0
2000,4,407026,0,0,1,1,0,0,0,1,0
2005,34,236026,0,0,1,0,0,0,0,0,0
1991,0,74675,0,0,0,0,0,0,0,0,0
2008,60,189906,0,0,1,0,0,0,0,0,0
2008,44,219213,0,0,1,0,0,0,0,0,0
1985,13,300106,0,0,1,0,0,0,0,0,0
1973,41,217960,0,1,1,0,0,0,0,0,0
2008,2,247733,0,0,1,0,0,0,0,0,0
2009,67,392826,1,0,1,0,0,0,0,0,0
2008,0,210653,0,0,0,0,0,0,0,0,0
2019,0,298066,0,0,0,0,0,0,0,0,0
1993,11,109133,1,0,1,0,0,0,0,0,0
2005,17,227093,1,0,1,0,0,0,0,0,0
2010,28,170000,0,0,1,0,0,0,0,0,0
2001,2,241600,0,0,1,0,0,0,0,0,0
2000,17,271466,0,0,1,0,0,0,0,0,0
2005,0,345106,0,0,0,0,0,0,1,0,0
1983,41,63760,0,1,1,0,0,0,0,0,0
2006,0,206266,0,0,0,0,0,0,0,0,0
1997,3,114000,0,0,1,0,0,0,0,0,0
1994,11,184293,0,0,1,0,0,1,0,0,0
1978,14,245160,0,1,1,0,0,0,0,0,0
2004,1,98586,0,1,1,0,0,0,0,0,0
2005,7,170720,1,0,1,0,0,0,0,0,0
2006,31,206800,1,1,1,0,0,0,0,0,0
1971,3,494253,0,1,1,0,0,0,1,0,0
2007,11,224853,0,0,1,1,0,0,0,0,0
2007,0,235800,0,0,0,0,0,0,0,0,0
2001,30,203666,0,0,1,0,0,0,0,0,0
1989,14,227893,0,0,1,0,0,0,0,0,0
2009,6,257266,1,0,1,0,0,0,0,0,0
1993,0,163200,0,0,0,0,0,0,0,0,0
2009,20,159217,0,0,1,0,0,0,0,0,0
2004,38,32026,1,0,1,0,0,0,0,0,0
2002,0,131657,1,0,0,0,0,0,0,0,0
1996,0,201626,0,0,0,0,0,0,0,0,0
2024,2,175566,0,0,1,0,0,0,1,0,0
1970,3,150440,0,1,1,0,0,0,1,0,0
1983,2,251146,0,0,1,0,0,0,0,0,0
2008,30,238066,0,0,1,0,0,0,0,0,0
2003,14,159853,0,1,1,0,0,0,0,0,0
1975,36,233173,0,1,1,0,0,0,0,0,0
2009,0,216502,1,0,0,0,0,0,0,0,0
1989,18,301757,0,1,1,0,0,0,0,0,0
2000,25,200040,0,0,1,0,0,0,0,0,0
1989,13,286333,0,1,1,0,0,0,0,0,0
1980,41,292240,0,1,1,0,0,0,0,0,0
2008,0,286573,0,0,0,0,0,0,0,0,0
1988,1,334226,0,0,1,1,0,0,0,0,0
2012,27,208000,1,0,1,0,0,0,0,0,0
1990,0,200199,0,0,1,0,0,0,0,0,0
2005,12,285160,0,1,1,0,1,0,0,1,0
2007,17,263640,0,0,1,0,0,0,0,0,0
2007,27,223653,1,0,1,0,0,0,0,0,0
2003,7,224000,0,0,1,0,0,1,0,0,0
2003,1,272693,1,0,1,0,0,0,0,0,0
2003,7,259706,1,0,1,0,0,0,0,0,0
1959,0,188440,0,0,0,0,0,0,0,0,0
1972,10,243480,0,0,1,0,0,0,0,0,0
2005,10,165573,0,1,1,0,0,0,0,0,0
2020,10,199271,0,0,1,0,0,0,0,0,0
2001,5,441533,0,0,1,0,0,0,0,0,0
1996,0,228066,0,0,0,0,0,0,0,0,0
1958,36,161626,0,0,1,0,0,0,0,0,0
1997,62,301200,0,0,1,0,0,0,0,0,0
1991,12,311173,0,0,1,1,0,0,0,0,0
2009,17,291066,0,0,1,0,1,0,0,0,0
1976,1,193266,0,0,1,0,0,0,0,0,0
2004,1,490840,0,1,1,0,0,0,1,0,0
1994,0,262533,0,0,0,0,0,0,0,0,0
1998,2,228133,0,0,1,0,0,0,0,0,0
1990,2,210973,0,1,1,1,0,0,0,0,0
2009,23,377800,0,0,1,0,0,0,0,0,0
1992,16,240493,0,1,1,0,0,0,0,0,0
2009,0,192546,0,0,0,0,0,0,0,0,0
2016,33,227853,0,0,1,0,0,0,0,0,0
2009,7,231213,0,0,1,0,0,0,0,0,0
2004,4,239418,0,0,1,0,0,0,0,0,0
1973,25,525773,0,1,1,0,0,0,0,0,0
2006,71,448573,0,0,1,0,0,0,0,0,0
2006,35,194066,0,1,1,0,0,0,0,0,0
1993,0,169221,0,0,0,0,0,0,1,0,0
2003,14,268053,0,0,1,0,0,0,0,0,0
2009,11,439293,0,0,1,0,0,0,0,0,0
2004,1,243160,0,0,1,0,0,0,0,0,0
1994,41,292906,0,0,1,0,0,0,0,0,0
2004,24,228000,1,0,1,0,0,0,0,0,0
2007,1,171960,0,0,1,0,0,0,0,0,0
2010,0,243386,0,1,0,0,0,0,0,0,0
2006,0,473466,0,0,0,0,0,1,0,0,0
1997,14,188573,0,1,1,0,0,0,0,0,0
2001,0,256487,0,0,0,0,0,0,0,0,0
1995,22,176666,0,0,1,0,0,0,0,0,0
2024,12,244368,0,1,1,0,0,0,1,0,0
2005,0,325920,0,0,0,0,0,0,0,0,0
2007,5,140093,0,0,1,0,0,0,0,0,0
1998,0,209493,0,1,0,0,0,0,0,0,0
2004,6,239413,0,0,1,0,0,0,0,0,0
1957,2,177600,0,0,1,0,0,0,0,0,0
2007,6,184933,0,0,1,0,0,0,0,0,0
1996,17,260986,0,1,1,0,0,0,0,0,0
2005,43,147866,0,0,1,1,0,0,0,0,0
2019,0,200720,0,1,0,0,0,0,0,0,0
1977,39,296253,0,0,1,0,0,0,0,0,0
2018,0,177639,0,0,0,0,0,0,0,0,0
2008,3,229520,0,0,1,0,0,0,0,0,0
1974,55,176747,0,0,1,0,0,0,1,0,0
2006,76,238920,0,0,1,0,0,0,0,0,0
1981,19,214640,0,1,1,0,0,0,0,0,0
2009,29,86266,0,0,1,0,0,0,0,0,0
2009,8,212373,0,1,1,0,0,0,0,0,0
1995,53,333333,0,1,1,0,0,0,0,0,0
2000,4,199746,0,0,1,0,0,0,0,0,0
2011,26,156560,0,0,1,0,0,0,0,0,0
2008,42,263373,0,0,1,0,0,0,0,0,0
1979,19,126360,0,0,1,0,0,0,0,0,0
1992,25,128533,0,0,1,0,0,0,0,0,0
1938,3,160013,0,0,1,0,0,0,0,0,0
2005,0,232213,0,0,0,0,0,0,0,0,0
2004,11,185020,0,0,1,0,0,0,0,0,0
1991,2,332200,0,1,1,0,0,0,0,0,0
1960,1,189733,0,0,1,0,0,0,0,0,0
1991,1,410933,0,0,1,0,0,0,0,0,0
1998,18,258626,0,0,1,0,0,0,0,0,0
2011,0,215000,0,0,0,0,0,0,0,0,0
1997,20,158400,0,0,1,0,0,0,0,0,0
2004,63,204386,0,1,1,0,0,0,0,0,0
2004,0,159160,0,0,0,0,0,0,0,0,0
2006,7,177706,0,0,1,0,0,0,0,0,0
2007,1,252400,0,0,1,0,0,0,1,0,0
2005,1,207346,0,0,1,0,0,0,0,0,0
1993,10,323253,1,0,1,0,0,0,0,0,0
1996,5,366133,0,0,1,0,0,0,0,0,0
2006,14,220439,0,0,1,0,0,0,0,0,0
2006,17,296866,0,1,1,0,0,0,0,0,0
1999,34,204786,0,0,1,0,0,0,0,0,0
1981,9,187333,0,0,1,0,0,0,0,0,0
2002,15,140467,0,0,1,0,0,0,0,0,0
1998,16,288973,0,0,1,0,0,0,0,0,0
1999,38,233360,1,0,1,0,0,0,0,0,0
1986,0,115760,0,0,0,0,0,0,0,0,0
2018,5,182933,0,0,1,0,0,0,0,0,0
1963,18,199613,0,0,1,1,0,0,0,0,0
1987,2,168461,0,0,1,0,0,0,0,0,0
2003,12,296733,1,0,1,0,0,0,0,0,0
2008,0,260959,0,0,0,0,0,0,0,0,0
2007,2,290160,0,0,1,0,0,0,0,0,0
2008,3,234133,0,0,1,0,0,0,0,0,0
2023,12,163003,0,1,1,0,0,0,0,0,0
2000,0,675755,0,1,0,0,0,0,0,0,0
1960,0,880933,0,0,0,0,0,0,1,0,0
2003,9,304466,0,0,1,0,0,0,0,0,0
2005,4,290346,0,1,1,0,0,0,0,0,0
2009,24,214133,0,0,1,0,0,0,0,0,0
2007,17,199240,0,0,1,0,0,0,0,0,0
1983,8,134586,0,0,1,0,0,0,0,0,0
2006,0,196653,1,0,0,0,0,0,0,0,0
1991,17,325733,0,0,1,0,0,0,0,0,0
2021,73,243136,0,0,1,0,0,0,0,0,0
2008,43,189666,0,0,1,0,0,0,0,0,0
2000,0,213646,0,0,0,0,0,0,0,0,0
1998,6,173920,0,1,1,0,0,0,0,0,0
2004,1,306426,0,0,1,0,0,0,0,0,0
1972,17,137506,0,1,1,0,0,0,0,0,0
2005,0,381346,0,0,0,0,0,0,0,0,0
1987,8,272826,0,0,1,0,0,0,0,0,0
1995,9,350600,0,0,1,0,0,0,0,0,0
1985,0,185026,0,0,0,0,0,0,0,0,0
1996,1,237226,0,0,1,0,0,0,0,0,0
1993,16,216600,0,0,1,0,0,0,0,0,0
1996,47,264826,0,1,1,0,0,0,0,0,0
1992,9,372400,0,0,1,1,0,0,0,0,0
2019,1,223500,1,0,1,0,0,0,0,0,0
1992,26,252026,0,1,1,0,0,0,0,0,0
2008,0,409826,0,0,0,0,0,0,0,0,0
2001,38,269800,0,0,1,0,0,0,0,0,0
1990,4,461000,0,1,1,0,0,0,1,0,0
2008,27,222613,1,0,1,0,0,0,0,0,0
1999,45,195840,0,0,1,0,0,0,0,0,0
1981,11,339093,0,0,1,1,0,0,0,0,0
2006,0,205589,0,1,0,0,0,0,0,0,0
1999,24,253160,0,0,1,0,0,0,0,0,0
1982,51,259106,0,0,1,0,0,0,0,0,0
2000,30,175800,0,0,1,0,0,0,0,0,0
1996,43,254706,0,1,1,0,0,0,0,1,0
2009,0,208172,1,0,0,0,0,0,0,0,0
1973,2,188200,0,0,1,0,0,0,1,0,0
1971,3,286173,0,0,1,1,0,0,0,0,0
2005,33,268186,0,0,1,0,0,0,0,0,0
2006,12,242826,0,1,1,0,0,0,0,0,0
1968,1,166826,0,0,1,0,0,0,0,0,0
2000,1,264840,0,0,1,0,0,0,0,0,0
2005,30,234693,0,1,1,0,0,0,0,0,0
1983,21,213693,0,1,1,0,0,0,0,0,0
2004,25,250986,0,1,1,0,0,0,0,1,0
1958,10,104304,0,0,1,0,0,0,0,0,0
1998,64,235733,0,0,1,0,0,0,0,0,0
1975,0,99680,0,0,0,0,0,0,0,0,0
1980,26,309293,0,1,1,0,0,0,0,0,0
1988,34,226080,0,0,1,0,0,0,0,0,0
2006,42,219800,0,0,1,0,0,0,0,0,0
2006,44,350712,0,0,1,0,0,0,0,0,0
2011,3,245426,0,0,1,0,0,0,0,0,0
2009,0,254800,0,1,0,0,0,0,1,0,0
1998,9,306640,0,0,1,0,0,0,0,0,0
2013,21,241040,0,0,1,0,0,0,0,0,0
2009,2,199647,0,0,1,0,0,0,0,1,0
2005,1,98120,1,0,1,0,0,0,0,0,0
1974,27,243866,0,1,1,0,0,0,0,0,0
2006,2,197373,0,0,1,0,0,0,0,0,0
2004,16,263506,0,0,1,0,0,0,0,0,0
2024,1,165080,0,0,1,0,0,0,0,0,0
2004,1,249973,0,0,1,0,0,0,0,0,0
1993,29,185493,0,0,1,0,0,0,0,0,0
2004,31,242026,0,1,1,0,0,0,0,0,0
1969,2,192333,0,0,1,0,0,0,0,0,0
1992,0,273809,0,0,0,1,0,0,0,0,0
2021,26,237666,0,0,1,0,0,0,0,0,0
2023,28,180918,0,0,1,0,0,0,0,0,0
2010,4,236793,0,0,1,0,0,0,0,0,0
1975,14,229266,0,0,1,0,0,0,0,0,0
2001,40,246426,0,0,1,0,0,0,0,0,0
1992,45,254160,0,0,1,0,0,0,0,0,0
2009,4,325506,0,0,1,0,0,0,0,0,0
2024,21,163286,0,0,1,0,0,0,0,0,0
2006,0,360053,0,0,0,1,0,0,0,0,0
2001,19,200306,0,0,1,0,0,0,0,0,0
1991,29,188760,0,1,1,0,0,0,0,0,0
2008,6,257360,0,0,1,0,0,0,0,0,0
2002,25,475106,1,1,1,0,0,0,0,0,0
1998,5,237773,0,0,1,0,0,0,0,0,0
2013,34,248440,0,0,1,0,0,0,0,0,0
2000,5,286000,0,0,1,0,0,0,0,0,0
2024,1,243201,0,0,1,0,0,0,0,0,0
2009,0,210026,0,0,0,0,0,0,0,0,0
2000,0,375653,0,0,0,0,0,0,0,0,0
2009,1,111466,0,0,1,0,0,0,0,0,0
2008,33,283600,0,0,1,0,0,0,0,0,0
2005,0,196626,0,0,0,0,0,0,0,0,0
2002,25,229346,0,0,1,0,0,0,0,0,0
2007,6,269746,0,0,1,0,0,0,0,0,0
2016,4,250983,0,0,1,0,0,0,0,0,0
1977,8,222933,0,0,1,1,0,0,0,0,0
1997,8,252342,0,0,1,0,0,0,0,0,0
1989,35,292866,0,0,1,0,0,0,0,0,0
1999,1,204866,0,0,1,1,0,0,0,0,0
2000,68,136866,0,0,1,0,0,0,0,0,0
2000,0,180466,0,0,0,0,0,0,0,0,0
1992,4,246733,0,1,1,0,0,0,0,0,0
2007,0,382973,0,0,0,1,0,0,0,0,0
1998,20,218666,0,1,1,0,0,0,0,1,0
2020,0,183991,0,0,0,0,0,0,0,0,0
2014,0,159906,0,0,0,0,0,1,0,0,0
2001,32,308240,0,0,1,0,0,0,0,0,0
1990,0,188693,0,0,0,0,0,0,1,0,0
1981,7,242866,0,0,1,0,0,0,0,0,0
2007,0,24133,0,0,0,0,0,0,0,0,0
1997,6,219906,0,0,1,0,0,0,0,0,1
1968,0,119120,0,0,0,0,0,0,0,0,0
1980,41,233253,0,1,1,0,0,0,0,0,0
1979,15,210533,0,1,1,0,0,0,0,0,0
2005,24,184946,0,0,1,0,0,0,0,0,0
2005,1,416240,0,0,1,0,0,0,0,0,0
2003,11,402973,0,0,1,0,0,0,0,0,0
1977,28,201354,0,0,1,0,0,0,0,0,0
2008,2,349626,0,0,1,0,0,0,0,0,0
1997,10,313600,0,1,1,0,0,0,0,0,0
1997,2,248373,0,1,1,0,0,0,0,0,0
1997,1,1394706,0,0,1,0,0,0,0,0,0
2003,6,275813,0,0,1,0,0,0,0,0,0
1994,26,315973,1,0,1,0,0,0,0,0,0
2007,1,127746,0,0,1,0,0,0,0,0,0
1997,34,751644,0,0,1,0,0,0,0,0,0
1990,36,280866,0,1,1,0,0,0,0,0,0
2006,0,231680,0,1,0,0,0,0,0,0,0
2009,2,128520,0,0,1,0,0,0,0,0,0
2000,25,319986,0,0,1,0,0,0,0,0,0
1995,0,239466,0,0,0,0,0,0,0,0,0
2004,3,240333,0,1,1,0,0,0,0,0,0
2009,0,65946,0,0,0,0,1,0,0,0,0
2007,26,158680,0,1,1,0,0,0,0,0,0
2000,3,151533,0,0,1,0,0,0,0,0,0
2000,1,199533,0,0,1,0,0,0,0,0,0
2004,25,170520,0,0,1,0,0,0,0,0,0
1994,37,153480,0,1,1,0,0,0,1,0,0
1995,0,281266,0,0,0,0,0,0,0,0,0
1997,15,64426,0,1,1,0,0,0,0,0,0
2004,2,168960,0,0,1,0,0,0,0,0,0
1985,67,266333,0,1,1,0,0,0,0,0,0
1997,0,52026,0,0,0,0,0,0,0,0,0
2022,8,167440,0,0,1,0,0,0,0,0,0
1976,3,639626,0,0,1,0,0,0,0,0,0
2001,12,104933,0,0,1,0,0,0,0,0,0
2011,0,44346,0,0,0,0,0,0,0,0,0
2010,24,200400,0,0,1,0,0,0,0,0,0
2009,17,341240,0,0,1,0,0,0,0,0,0
2024,47,210480,1,1,1,0,1,0,0,1,0
1995,5,250973,0,0,1,0,0,0,0,0,0
2008,6,286053,0,0,1,1,0,0,0,0,0
1986,5,268733,0,0,1,0,0,0,0,0,0
1993,2,250866,0,1,1,0,0,0,1,0,0
1989,58,162115,0,1,1,0,0,0,0,0,0
2004,37,228960,0,0,1,0,1,0,0,0,0
1998,0,315680,0,0,0,0,0,0,0,0,0
1998,0,186533,0,0,0,0,0,0,0,0,0
1995,0,189573,0,0,0,0,0,0,0,0,0
2000,19,385666,0,0,1,0,0,0,0,0,0
2003,1,230573,0,0,1,0,0,0,0,0,0
