spotify_title,spotify_artist,release_date,popularity,duration_ms,explicit,is_rock,is_pop,is_jazz,is_electronic,is_classical,is_blues,is_indie,is_hot,cluster
Ina Your Rights,Aswad,1981,1,279666,0,0,1,0,0,0,0,0,0,4
España Tiene Sabor,Los Niños De Sara,2011,6,224173,0,0,1,0,0,0,0,0,0,4
When The Sun Goes Down,Guitar Slim,2006,0,151640,0,0,0,0,0,0,1,0,0,7
The Son Shines Down On Me,Asleep At The Wheel,1973,1,244240,0,0,1,0,0,0,0,0,0,4
時光本是無罪,Sandy Lam,2005,8,218035,0,0,1,0,0,0,0,0,0,0
Not Missing You,Inspector 9,2000,0,267867,0,0,0,0,0,0,0,0,0,4
Hope For The Fallen,Call To Preserve,2008,2,175453,0,0,1,0,0,0,0,0,0,4
No Rainbow,Deadboy & The Elephantmen,2005,15,275466,0,1,1,0,0,0,0,0,0,2
Show Some Sign,The Jackson Southernaires,1995,0,273693,0,0,0,0,0,0,0,0,0,4
Little Bar Butterfly,Mae West,2022,0,95080,0,0,0,0,0,0,0,0,0,4
Too Much Fun,Commander Cody and His Lost Planet Airmen,1990,7,220133,0,1,1,0,0,0,0,0,0,2
Evenglow,David & Steve Gordon,1982,5,313413,0,0,1,0,0,0,0,0,0,4
My Butcher Man,Memphis Minnie,1991,2,177906,0,0,1,0,0,0,1,0,0,7
This Love,Maroon 5,2002,81,206200,0,0,1,0,0,0,0,0,0,0
Approach To Danger,N.W.A.,1991,32,165558,1,0,1,0,0,0,0,0,0,3
Big Woman,Washboard Sam,1993,0,171624,0,0,0,0,0,0,1,0,0,7
Unforgettable Season,Cut Copy,2008,23,195160,0,1,1,0,1,0,0,1,0,1
Somebody Changed the Lock,Tarheel Slim,2008,0,153626,0,0,0,0,0,0,0,0,0,4
Only When I'm Drunk,Tha Alkaholiks,1993,27,217360,1,0,1,0,0,0,0,0,0,3
Hank and Joe and Me,Johnny Cash,2022,16,132310,0,1,1,0,0,0,0,0,0,2
Spanish Nights (Live),Michael Stanley Band,2016,2,393973,0,1,1,0,0,0,0,0,0,2
Framed - Remastered 2002,The Sensational Alex Harvey Band,1972,21,296666,0,1,1,0,0,0,0,0,0,2
If I Ever Saw a Good Thing,Tony Joe White,1972,24,201040,0,1,1,0,0,0,1,0,0,7
Far Beyond the Endless,Moist,2012,9,247962,0,0,1,0,0,0,0,0,0,4
Lonely,Akon,2005,77,235800,1,0,1,0,0,0,0,0,0,3
每天愛你多一些,Leon Lai,2007,11,258812,0,0,1,0,0,0,0,0,0,0
Slide In - Slide Out,Capital Tax,2006,0,252120,1,0,0,0,0,0,0,0,0,3
Talking About It Blues,Otis Taylor,2009,1,285853,0,0,1,0,0,0,1,0,0,7
Gaita Pueblera,Gran Coquivacoa,2005,39,163480,0,0,1,0,0,0,0,0,0,0
Somewhere out There,Deodato,1989,0,283053,0,0,0,1,0,0,0,0,0,5
Sanchez Family,Harry Gregson-Williams,2004,10,287066,0,0,1,0,0,0,0,0,0,4
Le Beeatch - Phonat Remix,Trafik,2008,0,276190,0,0,0,0,0,0,0,0,0,4
Frank's Plea,Marco Beltrami,2004,1,160733,0,0,1,0,0,0,0,0,0,4
Quinze mai,Gus Viseur,2012,0,196640,0,0,0,1,0,0,0,0,0,5
Bricks And Mortar,The Jam,1977,17,157333,0,0,1,0,0,0,0,0,0,4
Matriarch,Michael White,1987,0,158560,0,0,0,0,0,0,0,0,0,4
I Think About You,Ray Barretto,2006,1,272946,0,0,1,1,0,0,0,0,0,5
Plage De Belle Maison - Île D'yeu-Suite,Thomas Battenstein,2019,0,237800,0,0,0,0,0,0,0,0,0,4
You And Only You,FFH,2003,2,215506,0,1,1,0,0,0,0,0,0,2
"I Adara, To Lenaki Ki I Rinio - Remastered 2006",Vicky Mosholiou,2007,1,218093,0,0,1,0,0,0,0,0,0,4
Mental Beat,Hanoi Rocks,1983,10,302733,0,1,1,0,0,0,0,0,0,2
Won't You Spread Some Flowers On My Grave,Guitar Slim,2008,0,183440,0,0,0,0,0,0,1,0,0,7
Thump Thump Da Box,DJ Phiene,2009,0,190549,0,0,0,0,0,0,0,0,0,4
Scars and Souvenirs Intro,Max Stalling,2007,1,43853,0,0,1,0,0,0,0,0,0,4
Talkin' Bout A Revolution,6cyclemind,2007,12,278386,0,0,1,0,0,0,0,0,0,4
Luna Latina,Néstor Torres,1999,8,330466,0,0,1,0,0,0,0,0,0,4
To Bob Ross with Love,Gym Class Heroes,2005,21,158653,1,0,1,0,0,0,0,0,0,3
Cross The Bridge,Beenie Man,1994,3,219400,0,0,1,0,0,0,0,0,0,4
The Distance,Bon Jovi,2002,28,288426,0,1,1,0,0,0,0,0,0,2
Jambalaya (On The Bayou),Johnny Copeland,1992,3,222000,0,0,1,0,0,0,1,0,0,7
Comeback,Eric Burdon,2011,0,124813,0,0,0,0,0,0,1,0,0,7
I Give Up,Stellar Kart,2009,2,171253,0,1,1,0,0,0,0,0,0,2
Une Java,Albert Préjean,2010,0,185733,0,0,0,0,0,0,0,0,0,4
I Dunno,The Georgia Satellites,1989,12,190400,0,1,1,0,0,0,0,0,0,2
"Main Theme from Jaws (From ""Jaws"")",John Williams,2010,0,430933,0,0,0,0,0,0,0,0,0,4
"Mine, All Mine",Jimmy Wakely,2020,10,179350,0,0,1,0,0,0,0,0,0,4
The Small Print,Muse,2003,47,208737,0,1,1,0,0,0,0,0,0,2
Termites in the Bathtub,Dntel,2008,0,265466,0,0,0,0,1,0,0,1,0,1
Rock n' Roll,Generation X,2003,8,183800,0,0,1,0,0,0,0,0,0,4
You Forget Me Too Easily,Vivian Ha,2021,2,187336,0,0,1,0,0,0,0,0,0,4
Shut Up,Pretty Boy Floyd,2004,4,236053,0,1,1,0,0,0,0,0,0,2
This is My Father's World/For the Beauty of the Earth,Glad,1994,3,232866,0,0,1,0,0,0,0,0,0,4
Paper Aeroplane,KT Tunstall,2007,17,196786,0,1,1,0,0,0,0,0,0,0
Agenda Zwei Null Eins Null - Live,Django Asül,2004,3,365733,0,0,1,0,0,0,0,0,0,4
From a Jack to a King,Ned Miller,2021,40,133342,0,0,1,0,0,0,0,0,0,4
Drinkin' Wine - Remastered 2022,Jumpin' Gene Simmons,2023,5,158980,0,0,1,0,0,0,0,0,0,4
Crazy,Aerosmith,1993,72,316826,0,1,1,0,0,0,0,0,0,2
Out In The Streets,The Shangri-Las,1996,37,167093,0,1,1,0,0,0,0,0,0,0
La vie d'artiste,Michèle Arnaud,2007,0,161093,0,0,0,0,0,0,0,0,0,4
After the Glitter Fades,Glen Campbell,1984,3,166173,0,1,1,0,0,0,0,0,0,0
Viimeinen lento,Kaija Koo,2007,21,180506,0,1,1,0,0,0,0,0,0,0
Wanted Dead Or Alive,L.A. Guns,2009,0,300720,0,1,0,0,0,0,0,0,0,2
Scrimmage,Gerald Clayton,2009,2,393666,0,0,1,1,0,0,0,0,0,5
Farenheit 303,Orbital,1991,17,504466,0,0,1,0,1,0,0,0,0,1
Give My Heart a Break AKA You Don't Seem to Understand,Jimmy McCracklin,1991,0,184400,0,0,0,0,0,0,1,0,0,7
So It Goes,Mister Ries,2007,0,192000,1,0,0,0,0,0,0,0,0,3
summer jam,Set Your Goals,2009,28,185866,0,0,1,0,0,0,0,0,0,0
India Revisited,Jeff Wahl,2020,0,260547,0,0,0,0,0,0,0,0,0,4
Horn Webb - Instrumental,Art Ensemble Of Chicago,2004,0,1179680,0,0,0,1,0,0,0,0,0,5
Come Emmanuel,Twila Paris,2003,10,206019,0,1,1,0,0,0,0,0,0,2
Vegetable,Radiohead,1993,47,192666,0,1,1,0,0,0,0,1,0,8
Contagious,Ill Harmonics,2004,0,267880,0,0,0,0,0,0,0,0,0,4
Amazing Grace,Dropkick Murphys,1999,39,158600,0,1,1,0,0,0,0,0,0,2
Star Signs,Leona Naess,2003,4,292906,0,0,1,0,0,0,0,0,0,4
Rock Around the Christmas Tree,Daniel Johnston,2006,17,130892,0,1,1,0,0,0,0,0,0,0
Love Round The Corner,The Motors,1995,2,161600,0,1,1,0,0,0,0,0,0,0
After Hours,Phantom Planet,2004,11,164026,0,0,1,0,0,0,0,0,0,4
Night Time,Suicide,2004,1,394800,0,1,1,0,0,0,0,0,0,2
Real People,Apache Indian,1997,3,305066,0,0,1,0,0,0,0,0,0,4
Psihi Mou Moni,Peggy Zina,2008,0,263440,0,0,1,0,0,0,0,0,0,0
So Much Love,The Shangri-Las,2009,1,134693,0,1,1,0,0,0,0,0,0,0
The Everlasting Gaze - A Static Lullaby,A Static Lullaby,2005,1,241120,0,0,1,0,0,0,0,0,0,4
Outta Control - Remix,50 Cent,2005,49,248253,1,0,1,0,0,0,0,0,0,3
We Don't Need It,Junior M.A.F.I.A.,1997,3,259826,0,0,1,0,0,0,0,0,0,4
It’s Too Late Now,Prozak,2008,0,195466,1,0,0,0,0,0,0,0,0,3
La Vida - Versión Remasterizada 2008,Los Fabulosos Cadillacs,1999,48,172306,0,1,1,0,0,0,0,0,0,0
"Do It, Fluid",The Blackbyrds,1974,33,324377,0,0,1,1,0,0,0,0,0,5
Criteria,Shaggy,2007,14,223466,0,0,1,0,0,0,0,0,0,0
Missing You,Anthony Watson,2004,1,248293,0,0,1,0,0,0,0,0,0,4
Shed so Many Tears,Johnny Winter,2015,0,136080,0,1,0,0,0,0,1,0,0,7
En écoutant mon coeur chanter,Line Renaud,2008,0,173533,0,0,0,0,0,0,0,0,0,4
Lixuneanos - martinez haunting voices remix,Rui Da Silva,2006,0,468933,1,0,0,0,1,0,0,0,0,1
Pretty Little Thing,Dale Hawkins,2005,0,168547,0,1,0,0,0,0,0,0,0,2
Drunnhvíta Elevator,John Tchicai,2013,0,191920,0,0,0,1,0,0,0,0,0,5
Chile con carne,Gabriel Yared,2006,20,194933,0,0,1,0,0,0,0,0,0,4
Oración,Heroes Del Silencio,1990,41,248586,0,1,1,0,0,0,0,0,0,2
"Concerto for Orchestra, Sz. 116: II. Giuoco della coppie. Allegretto scherzando",Béla Bartók,2007,17,410800,0,0,1,0,0,1,0,0,0,6
Ho Shit,5th Ward Boyz,2013,0,189280,1,0,0,0,0,0,0,0,0,3
Mountain Theme,Bruce Rowland,1982,24,114000,0,0,1,0,0,1,0,0,0,6
You Found Me,MxPx,1995,11,151200,0,0,1,0,0,0,0,0,0,0
"El Ultimo Romántico: ""Romanza de tenor"" - Remastered",Reveriano Soutullo,2009,4,245280,0,0,1,0,0,0,0,0,0,4
Midnight Train,Darden Smith,1978,0,227373,0,0,0,0,0,0,0,0,0,4
Ain't No Tellin',Sonny Terry and Brownie McGhee,2003,0,173387,0,0,0,0,0,0,1,0,0,7
P.S. I Love You,James Darren,2023,0,169586,0,0,0,0,0,0,0,0,0,4
Bop Till You Drop,Michael Stanley Band,1986,0,264040,0,1,0,0,0,0,0,0,0,2
Céu do Brasil,Nouvelle,2000,0,229520,0,0,0,0,0,0,0,0,0,4
School Spirit Skit 2,Kanye West,2004,46,43533,1,0,1,0,0,0,0,0,0,3
Vos Sabes,Los Fabulosos Cadillacs,2004,40,190106,0,1,1,0,0,0,0,0,0,0
Hold on ! I'm Comin,Bill Cosby,1968,2,156400,0,0,1,0,0,0,0,0,0,4
Strangers In The Night,Glen Washington,2000,38,206333,0,1,1,0,0,0,0,0,0,2
Lament for Frankie,Solas,1996,8,194933,0,0,1,0,0,0,0,0,0,4
Good News,The Kingston Trio,1959,8,121440,0,0,1,0,0,0,0,0,1,9
Squanderer,Shriekback,2007,0,234693,0,0,0,0,0,0,0,0,0,4
I Love Rock n' Roll,Jessica Myrberg,2011,1,172760,0,0,1,0,0,0,0,0,0,4
Dos imposibles,Diego Vasallo,2006,1,225466,0,0,1,0,0,0,0,0,0,4
Turning Of A Key,Michael Gettel,1993,6,272160,0,0,1,0,0,0,0,0,0,4
Boots The Monkey!,Dora The Explorer,2004,8,38226,0,0,1,0,0,0,0,0,0,4
Too Shy To Scream,AFI,2009,30,176640,0,0,1,0,0,0,0,0,0,0
Sugar Buzz,Russell Malone,2004,1,286666,0,0,1,1,0,0,0,0,0,5
Mi Mas Agapas,Angela Dimitriou,2006,7,215986,0,0,1,0,0,0,0,0,0,0
Dame Un Besito,Andy & Lucas,2001,24,204653,0,0,1,0,0,0,0,0,0,0
Fiel Enamorado,Estrellas Cubanas,2004,0,329973,0,0,0,0,0,0,0,0,0,4
She Is,The Fray,2005,49,236533,0,1,1,0,0,0,0,0,0,0
Dry Bone Shuffle,Blind Blake,2018,1,165480,0,0,1,0,0,0,1,0,0,7
Ouverture,Richard Wagner,2018,4,596653,0,0,1,0,0,1,0,0,0,6
Gir Dig Mer,Nik & Jay,2006,22,209426,0,0,1,0,0,0,0,0,0,0
Warfare (feat. Joell Ortiz),Joe Budden,2008,6,173810,0,0,1,0,0,0,0,0,0,4
The Message,Grandmaster Flash,2010,34,429293,0,0,1,0,0,0,0,0,0,4
Games People Play,The Jordanaires,2019,0,167266,0,0,0,0,0,0,0,0,0,4
These Days,Ayọ,2006,19,288226,0,0,1,0,0,0,0,0,0,4
Slip Kid,The Who,1975,26,271733,0,1,1,0,0,0,0,0,0,2
Lead Me To The Cross,Seventh Day Slumber,2009,26,290946,0,1,1,0,0,0,0,0,0,2
Toca Me - Belinda & Maze Mix,Flexy,2004,0,415746,0,0,0,0,0,0,0,0,0,4
Everybody Loves Me But You,Brenda Lee,2006,27,150360,0,1,1,0,0,0,0,0,0,2
A True,Sugar Minott,2010,0,219280,0,1,0,0,0,0,0,0,0,2
Psychopath,Lizzy Borden,1985,16,218666,0,0,1,0,0,0,0,0,0,4
Rollin' Down To Jordan,Birmingham Jubilee Singers,1995,0,200124,0,0,0,0,0,0,0,0,0,4
Visions (20/20),FU-Schnickens,1994,16,313533,0,0,1,0,0,0,0,0,0,4
Sarapatel Humano,Márcio Faraco,2002,7,293440,0,0,1,0,0,0,0,0,0,4
Abagui Alobi,Patience Dabany,1994,1,370333,0,0,1,0,0,0,0,0,0,0
Last Night - Clean Album Version,Northern State,2004,0,208080,0,0,0,0,0,0,0,0,0,4
Problem Solver,Valient Thorr,2006,2,200586,0,0,1,0,0,0,0,0,0,4
Circumstances,Johnny Copeland,1992,0,305666,0,0,0,0,0,0,1,0,0,7
Who's 2 Blame,Mix Mob,2002,1,237583,0,0,1,0,0,0,0,0,0,4
Mother-In-Law Blues,Little Junior Parker,2000,3,155026,0,0,1,0,0,0,0,0,0,4
Listen Up,Jedi Mind Tricks,2006,18,242266,1,0,1,0,0,0,0,0,0,3
Peace,Billy Higgins,1989,0,315666,0,0,0,1,0,0,0,0,0,5
Move Mountains (Live),Jesus Jones,2019,1,187573,0,1,1,0,0,0,0,0,0,0
Have Fun Prelude,Speech,2003,0,24920,0,0,0,0,0,0,0,0,0,4
Dreams - Original,Dan Moretti,2006,0,341500,0,0,0,0,0,0,0,0,0,4
Just Let Me Be In Love,Tracy Byrd,2001,5,226213,0,0,1,0,0,0,0,0,0,4
Pretend,Shelby Lynne,2008,37,186600,0,0,1,1,0,0,0,0,0,5
Calm - Live Edit,Circular,2013,1,436000,0,0,1,0,0,0,0,0,0,4
Now I Know - NORMAL,Bullethole,2003,0,228960,0,0,0,0,0,0,0,0,0,4
Ares Populares/Asa Branca,Moraes Moreira,1996,0,194400,0,0,0,0,0,0,0,0,0,4
I'll Never Get Over You,The Dee Jays,2003,0,123213,0,1,0,0,0,0,0,0,0,2
Poker Face,Lady Gaga,2008,80,237200,0,0,1,0,0,0,0,0,0,0
Wrong Decision - Instrumental,Vrse Murphy,2001,0,234240,0,0,0,0,0,0,0,0,0,4
Golfshirt Pt. 2,Nerf Herder,2008,9,147533,0,0,1,0,0,0,0,0,0,0
Nordmark,Yggdrasil,2009,0,329386,0,0,0,0,0,0,0,0,0,4
Rain Down on Me,KANE,2003,37,247626,0,1,1,0,0,0,0,0,0,0
Little Latin Lupe Lu,The Righteous Brothers,1963,34,140506,0,1,1,0,0,0,0,0,0,0
Youth Club Dance,The Cortinas,2013,0,178706,0,1,0,0,0,0,0,0,0,2
Party,Rodney O,1990,0,253840,1,0,0,0,0,0,0,0,0,3
You'll Know Where Your Plane Is... (Part 2),WHY?,2001,1,131880,0,0,1,0,0,0,0,1,0,8
Stinky Breath,Blingtones,2009,0,29900,0,0,0,0,0,0,0,0,0,4
"Baila Girl, Todo Hombre Llorando por Ti",Daddy Yankee,2003,21,181373,0,0,1,0,0,0,0,0,0,4
啤酒泡泡,Steve Chou,2000,17,323240,0,0,1,0,0,0,0,0,0,0
Cleo's Mood,James Taylor Quartet,2008,0,191013,0,0,0,1,0,0,0,0,0,5
Why Should I Cry For You,Mariano Yanani,2005,0,180653,0,0,0,0,0,0,0,0,0,4
Test 72,Mush,2009,0,384000,0,0,0,0,0,0,0,0,0,4
You Beat The Hell Outta Me,The Motors,1978,10,207865,0,1,1,0,0,0,0,0,0,0
Oye,Gertrudis,2005,8,207653,0,1,1,0,0,0,0,1,0,8
Kickstart My Heart,Between The Buried And Me,2006,16,295293,0,0,1,0,0,0,0,0,0,4
Irish Medley - Jigs,Jean Carnigan,2006,0,177466,0,0,0,0,0,0,0,0,0,4
Bang! Bang!,The Knux,2008,20,200560,1,0,1,0,0,0,0,0,0,3
Firehouse Rock,Wailing Souls,1900,28,252333,0,0,1,0,0,0,0,0,0,2
Ghosts: Second Variation,Albert Ayler,2014,8,603853,0,0,1,1,0,0,0,0,0,5
She Will Love You,Aiden,2007,17,256825,0,0,1,0,0,0,0,0,0,4
Olivia,Shinehead,1999,3,239426,0,0,1,0,0,0,0,0,0,4
Why Wouldn't I (featuring Fabolous & Paul Cain),DJ Envy,2002,3,278400,1,0,1,0,0,0,0,0,0,3
Hit My Heart - Trance Instrumental Mix,JK,2002,0,388656,0,0,0,0,0,0,0,0,0,4
One King,David Phelps,2007,20,276866,0,0,1,0,0,0,0,0,0,4
Time Travel,Klaus Badelt,2002,15,275426,0,0,1,0,0,0,0,0,0,4
What Is This,Perfection,2008,2,379266,0,0,1,0,0,0,0,0,0,4
Un Nuevo Amor,Tranzas,2003,60,230746,0,0,1,0,0,0,0,0,0,0
Menutha,Tony Joe White,1995,23,252066,0,1,1,0,0,0,1,0,0,7
Expeditions,From Dying Skies,2010,1,222955,0,0,1,0,0,0,0,0,0,4
Dengoso,Turibio Santos,2021,23,147648,0,0,1,0,0,0,0,0,0,4
The Christmas Song (Chestnuts Roasting On An Open Fire),Fred Simon,1990,16,228693,0,0,1,0,0,0,0,0,0,4
The Poet and the Pendulum,Nightwish,2007,39,834690,0,0,1,0,0,0,0,0,0,4
Like A Hurricane,Eddy Raven,1998,6,215360,0,0,1,0,0,0,0,0,0,0
My God,Audio Adrenaline,1992,5,219066,0,1,1,0,0,0,0,0,0,2
Mathilda,Jay Randall,2011,0,225613,0,0,1,0,0,0,0,0,0,0
The Possibilities of Loving You,Francis Dunnery,1991,0,219093,0,0,0,0,0,0,0,0,0,4
Green and Blue,Deep Forest,1997,14,293266,0,0,1,0,0,0,0,0,0,4
Antes,Obie Bermudez,2003,67,218973,0,0,1,0,0,0,0,0,0,0
Shrivasta,William Coulter,2004,3,238586,0,0,1,0,0,0,0,0,0,4
In Pursuit of the Implicate Order of Cultural Chaos,Mira,1995,0,38000,0,0,0,0,0,0,0,0,0,4
Pathfinders,Elvenking,2004,10,322733,0,0,1,0,0,0,0,0,0,4
Punk Rocker '97,Special Duties,1997,1,122573,0,0,1,0,0,0,0,0,0,4
The Deep Blue Sea (Live),The Irish Rovers,2011,3,187093,0,0,1,0,0,0,0,0,0,4
Got to Make Me Love You,Tyrone Taylor,2009,1,226840,0,1,1,0,0,0,0,0,0,2
"Hey Louise - From ""The Jazz Singer"" Soundtrack",Neil Diamond,1980,33,179200,0,1,1,0,0,0,0,0,0,0
Strassenkrieg,MC Sadri,2007,6,178920,0,0,1,0,0,0,0,0,0,4
Dedicated - 2014 Remaster,Paul Carrack,2019,30,223080,0,0,1,0,0,0,0,0,0,4
City Of Screaming Statues,At The Gates,2003,8,279266,1,0,1,0,0,0,0,0,0,3
Three Little Words,The Refreshments,2007,1,223053,0,0,1,0,0,0,0,0,0,4
Monkey Junction,Weedeater,2013,27,268946,0,1,1,0,0,0,0,0,0,2
I Love Me (I'm Wild About Myself) - Remastered,Mel Blanc,2008,3,138160,0,0,1,0,0,0,0,0,0,4
Carol of the Bells,The Booth Brothers,2021,8,100306,0,0,1,0,0,0,0,0,0,4
Shadows,The Evil Genius DJ Green Lantern,2010,18,235040,1,0,1,0,0,0,0,0,0,3
"Everything I Do (From ""Robin Hood"")",Bryan Adams,1996,16,268906,0,1,1,0,0,0,0,0,0,0
Train Buffer,Aesop Rock,2002,2,348560,1,0,1,0,0,0,0,0,0,3
Rakim's Crib (Skit),YoReL,2021,0,65726,0,0,0,0,0,0,0,0,0,4
Poema do Semba,Paulo Flores,2012,32,296640,0,0,1,0,0,0,0,0,0,4
Going Under,DEVO,1994,30,206933,0,1,1,0,0,0,0,0,0,0
Corcovado,Vince Guaraldi,1964,34,201426,0,0,1,1,0,0,0,0,0,5
Bumbo Red,Capleton,2009,6,220266,1,1,1,0,0,0,0,0,0,3
War Of The Worlds,The London Theatre Orchestra,1996,1,123960,0,0,1,0,0,0,0,0,0,4
Red Socks Pugie,Foals,2008,36,315253,0,1,1,0,0,0,0,1,0,8
I Want You,Faith Hill,2005,17,246093,0,0,1,0,0,0,0,0,0,4
Sarah Palin (I Wanna Lay Pipe) - Remix,John Brown,2008,0,197733,1,0,0,0,0,0,0,0,0,3
No te apartes de mí,Yahir,2005,54,245333,0,0,1,0,0,0,0,0,0,0
Going Back To Memphis,Memphis Jug Band,2005,1,147214,0,0,1,0,0,0,1,0,0,7
Ain't No Sunshine,Michael Jackson,1972,42,251293,0,0,1,0,0,0,0,0,0,4
Down the Line,Gregory Isaacs,2004,3,218600,0,1,1,0,0,0,0,0,0,2
African Typic Collection,Sam Fan Thomas,1983,30,390767,0,0,1,0,0,0,0,0,0,4
La maison où j'ai grandi,Bonita,2008,1,211066,0,0,1,0,0,0,0,0,0,4
Tired Of You Clowning,Sunnyland Slim,1993,1,192066,0,0,1,0,0,0,1,0,0,7
Anywhere Anytime (2012),Sara Melson,2012,0,186996,0,0,1,0,0,0,0,0,0,0
A Crow Left of the Murder,Incubus,2004,39,210866,0,1,1,0,0,0,0,0,0,2
Ice Cream Cone,The Laurie Berkner Band,1998,9,172466,0,1,1,0,0,0,0,1,0,8
Ek Pardesi Di,Naseebo Lal,2001,0,518813,0,0,1,0,0,0,0,0,0,0
Dark Flashes,Brian Keane,2006,0,216066,0,0,0,0,0,0,0,0,0,4
Moisture,Dishwalla,1995,18,326440,0,1,1,0,0,0,0,0,0,0
Cry of the Earth,Cybertribe,1997,2,385880,0,0,1,0,0,0,0,0,0,4
Stack and Pile,Beenie Man,2009,0,201431,0,0,0,0,0,0,0,0,0,4
Please Baby Blues - Little Junior Parker With Bill Johnson' Blue Flames,Little Junior Parker With Bill Johnson' Blue Flames,2015,0,164075,0,0,0,0,0,0,0,0,0,4
Goody Two Shoes,Adam Ant,1982,49,209213,0,0,1,0,0,0,0,0,0,0
Shitzzo,Marco Polo,2010,0,403957,0,0,0,0,0,0,0,0,0,4
Wonderland,Robin Fox,2001,2,515666,0,0,1,0,0,0,0,0,0,4
I Versus I,Seventh Star,2007,0,187546,0,0,0,0,0,0,0,0,0,4
Ellen Disingenuous,BUSDRIVER,2008,0,246240,1,0,0,0,0,0,0,0,0,3
Plecaciunea Mortii - Maiestrit Version,Negură Bunget,2010,0,672053,0,0,0,0,0,0,0,0,0,4
Ballin' the Jack,Brenda Lee,2020,0,114416,0,1,0,0,0,0,0,0,0,2
Don't Keep Me Wondering,Buddy Miles,1997,21,121066,0,1,1,0,0,0,0,0,0,2
'Round the Wheel,DJ Harry,2001,0,496000,0,0,0,0,0,0,0,0,0,4
Me Decidi,Gisselle,1998,3,268866,0,0,1,0,0,0,0,0,0,4
"I'm Throwing Rice (At the Girl I Love) - (Featured in the Columbia film ""Hoedown"")",Eddy Arnold,2013,2,156973,0,0,1,0,0,0,0,0,0,0
Ace Insurance Man,Bobbie Gentry,1968,6,215066,0,0,1,0,0,0,0,0,0,4
baby Wayo,African Rhythm Messengers,1999,1,235226,0,0,1,0,0,0,0,0,0,4
Sans ton amour,Bonita,2008,0,183333,0,0,0,0,0,0,0,0,0,4
Everybody's boppin' - Live,Ben Sidran,2005,0,367580,0,0,0,0,0,0,0,0,0,4
Tangos de la flor,Lole Y Manuel,1995,12,243666,0,0,1,0,0,0,0,0,0,4
The Ram and the Scorpio,Alphonse Mouzon,1978,1,353129,0,0,1,1,0,0,0,0,0,5
I Am the Curse,Special Duties,1997,1,162866,0,0,1,0,0,0,0,0,0,4
San Agustin,Los Amigos Invisibles,2008,4,116793,0,1,1,0,0,0,0,1,0,8
We Are One Light,Aeoliah & Mike Rowlands,2000,14,244666,0,0,1,0,0,0,0,0,0,4
This World Is Not My Home,James Blackwood with The Light Crust Doughboys,2009,0,138173,0,0,0,0,0,0,0,0,0,4
Popovic,Mando Diao,2002,3,301266,0,1,1,0,0,0,0,1,0,8
Pound a Weed,Mikey Dread,2007,1,201960,0,0,1,0,0,0,0,0,0,4
Boom-Shack-A-Lack,Junior Reid,1985,21,213533,0,1,1,0,0,0,0,0,0,2
I've Got You Under My Skin,Louis Prima,1991,20,157333,0,0,1,0,0,0,1,0,0,7
Puritania,Dimmu Borgir,2001,49,186488,0,0,1,0,0,0,0,0,0,4
My Heart's Desire - Live at Pepsi Stage,KANE,2004,10,716400,0,1,1,0,0,0,0,0,0,0
Ragoo,Kings of Leon,2007,46,181133,0,1,1,0,0,0,0,0,0,2
Quand On Est Amoureux,Les Hou-Lops,1965,11,142181,0,0,1,0,0,0,0,0,0,4
I Like Young Girls,Love Jones,1993,1,182733,0,0,1,0,0,0,0,0,0,4
Drop The Hammer,The Gone Jackals,1995,11,220493,0,0,1,0,0,0,0,0,0,4
Another World - 2017 Remaster Audio; Remastered,Richard Hell,2017,12,494506,0,0,1,0,0,0,0,0,0,4
Tears Falling Down,Charlie Peacock,1991,0,181000,0,1,0,0,0,0,0,0,0,2
Superconstellation - Part 2,:Blacks On :Blondes,2009,0,164480,0,0,0,0,0,0,0,0,0,4
Hard Times,Eastmountainsouth,2003,22,225626,0,0,1,0,0,0,0,0,0,0
Flipside,Bomb Squad,2008,0,182226,0,0,0,0,0,0,0,0,0,4
Nastaran,Mohammad Nouri,1996,1,273946,0,0,1,0,0,0,0,0,0,0
Any Way You Want Me To,Jamie Richards,2016,11,240080,0,0,1,0,0,0,0,0,0,4
Gözlerinde Hüzün,Tayfun,2004,0,343421,0,0,0,0,0,0,0,0,0,4
Chega De Sausade - Original Mix,Elizeth Cardoso,2009,0,206836,0,0,0,0,0,0,0,0,0,4
It's Cool,Walter Jackson,2010,19,271373,0,0,1,0,0,0,0,0,0,4
Tumba Randy,Anthony Blea Y Su Charanga,2004,0,459280,0,0,0,0,0,0,0,0,0,4
Cendrier,Java,2003,14,190706,0,1,1,0,0,0,0,0,0,0
Purple Pygmies,Walter Ego,1998,1,535506,0,0,1,0,0,0,0,0,0,4
Voyagers - Improvisation 12,R. Carlos Nakai,2007,4,177306,0,0,1,0,0,0,0,0,0,4
Stop the World and Let Me Off,Patsy Cline,1996,27,147760,0,0,1,0,0,0,0,0,0,4
Playing In The Dirt,Joanna Connor,1989,1,238400,0,0,1,0,0,0,1,0,0,7
Thank you…,Sakuragakuin,2020,2,266752,0,1,1,0,0,0,0,0,0,0
Sueño Salvaje,Los Indios Tabajaras,1997,14,171280,0,0,1,0,0,0,0,0,0,4
Your Chance To Rock,Rodney O,1993,12,211306,1,0,1,0,0,0,0,0,0,3
Perfect Moment,Darden Smith,2003,19,268946,0,0,1,0,0,0,0,0,0,4
